/Users/hadleigh/verilight2.mp4,-1;46;42;25;24;18;26;22;23;24;23;19,52;19;24;18;21;33;21;25;16;23;25;20,46,52
/Users/hadleigh/verilight2.mp4,-1;46;42;25;24;18;26;22;23;24;23;19,52;19;24;18;21;33;21;25;16;23;25;20,46,52
/Users/hadleigh/verilight2.mp4,-1;46;42;25;24;18;26;22;23;24;23;19,52;19;24;18;21;33;21;25;16;23;25;20,46,52
/Users/hadleigh/verilight2.mp4,-1;46;42;25;24;18;26;22;23;24;23;19,52;19;24;18;21;33;21;25;16;23;25;20,46,52
/Users/hadleigh/verilight2.mp4,-1;46;42;25;-1;-1;24;18;26;22;23;24;23;19;-1;-1,52;19;24;18;-1;-1;21;33;21;25;16;23;25;20;-1;-1,46,52
/Users/hadleigh/verilight2.mp4,-1;46;42;25;-1;-1;24;18;26;22;23;24;23;19;-1;-1,52;19;24;18;-1;-1;21;33;21;25;16;23;25;20;-1;-1,46,52
/Users/hadleigh/verilight2.mp4,-1;46;42;25;-1;-1;24;18;26;22;23;24;23;19;-1;-1,52;19;24;18;-1;-1;21;33;21;25;16;23;25;20;-1;-1,46,52
/Users/hadleigh/verilight2.mp4,-1;46;42;25;-1;-1;24;18;26;22;23;24;23;19;-1;-1,52;19;24;18;-1;-1;21;33;21;25;16;23;25;20;-1;-1,46,52
/Users/hadleigh/verilight2.mp4,-1;46;42;25;-1;-1;24;18;26;22;23;24;23;19;-1;-1,52;19;24;18;-1;-1;21;33;21;25;16;23;25;20;-1;-1,46,52
/Users/hadleigh/verilight2.mp4,-1;46;42;25;-1;-1;24;18;26;22;23;24;23;19;-1;-1,52;19;24;18;-1;-1;21;33;21;25;16;23;25;20;-1;-1,46,52
/Users/hadleigh/verilight2.mp4,-1;46;42;25;-1;-1;24;18;26;22;23;24;23;19;-1;-1,52;19;24;18;-1;-1;21;33;21;25;16;23;25;20;-1;-1,46,52
/Users/hadleigh/verilight2.mp4,-1;46;42;25;-1;-1;24;18;26;22;23;24;23;19;-1;-1,52;19;24;18;-1;-1;21;33;21;25;16;23;25;20;-1;-1,46,52
/Users/hadleigh/verilight2.mp4,-1;46;42;25;-1;-1;24;18;26;22;23;24;23;19;-1;-1,52;19;24;18;-1;-1;21;33;21;25;16;23;25;20;-1;-1,46,52
/Users/hadleigh/verilight2.mp4,-1;46;42;25;-1;-1;24;18;26;22;23;24;23;19;-1;-1,52;19;24;18;-1;-1;21;33;21;25;16;23;25;20;-1;-1,46,52
/Users/hadleigh/verilight2.mp4,-1;50;50;34;-1;-1;30;26;32;35;31;31;36;31;-1;-1,52;19;24;18;-1;-1;21;33;21;25;16;23;25;20;-1;-1,50,52
/Users/hadleigh/verilight2.mp4,-1;50;50;34;-1;-1;30;26;32;35;31;31;36;31;-1;-1,52;19;24;18;-1;-1;21;33;21;25;16;23;25;20;-1;-1,50,52
/Users/hadleigh/verilight2.mp4,-1;50;50;34;-1;-1;30;26;32;35;31;31;36;31;-1;-1,52;19;24;18;-1;-1;21;33;21;25;16;23;25;20;-1;-1,50,52
